"Site","Stream","precip","Date"
"CC5","Crabtree Creek",14.4420003890991,2018-11-05
"HSC6","Hare Snipe Creek",16.7709999084473,2018-11-05
"HC7","House Creek",16.0779991149902,2018-11-05
"LBC8","Little Brier Creek",19.4099998474121,2018-11-05
"MC9","Marsh Creek",14.4420003890991,2018-11-05
"MC10","Mine Creek",16.0779991149902,2018-11-05
"PC11","Perry Creek",15.3050003051758,2018-11-05
"PHB12","Pigeon House Branch",13.5459995269775,2018-11-05
"RC13","Richland Creek",16.7709999084473,2018-11-05
"RC14","Richland Creek-WF",15.5469999313354,2018-11-05
"RB15","Rocky Branch",14.6660003662109,2018-11-05
"SC16","Sycamore Creek",16.7709999084473,2018-11-05
"TC17","Turkey Creek",16.7709999084473,2018-11-05
"WC18","Walnut Creek",14.3210000991821,2018-11-05
"BDB1","Beaverdam Branch",2.53099989891052,2018-11-06
"BB2","Big Branch",2.11100006103516,2018-11-06
"BBS3","Big Branch South",1.27199995517731,2018-11-06
"CC4","Crabtree Creek",2.90899991989136,2018-11-06
"CC5","Crabtree Creek",1.34700000286102,2018-11-06
"HSC6","Hare Snipe Creek",2.90899991989136,2018-11-06
"HC7","House Creek",2.53099989891052,2018-11-06
"LBC8","Little Brier Creek",2.18899989128113,2018-11-06
"MC9","Marsh Creek",1.34700000286102,2018-11-06
"MC10","Mine Creek",2.53099989891052,2018-11-06
"PC11","Perry Creek",3.28500008583069,2018-11-06
"PHB12","Pigeon House Branch",1.50100004673004,2018-11-06
"RC13","Richland Creek",2.90899991989136,2018-11-06
"RC14","Richland Creek-WF",3.46600008010864,2018-11-06
"RB15","Rocky Branch",1.34099996089935,2018-11-06
"SC16","Sycamore Creek",2.90899991989136,2018-11-06
"TC17","Turkey Creek",2.90899991989136,2018-11-06
"WC18","Walnut Creek",1.44099998474121,2018-11-06
"BDB1","Beaverdam Branch",0.705999970436096,2018-11-07
"BB2","Big Branch",0.658999979496002,2018-11-07
"BBS3","Big Branch South",0.221000000834465,2018-11-07
"CC4","Crabtree Creek",1.06900000572205,2018-11-07
"CC5","Crabtree Creek",0.50900000333786,2018-11-07
"HSC6","Hare Snipe Creek",1.06900000572205,2018-11-07
"HC7","House Creek",0.705999970436096,2018-11-07
"LBC8","Little Brier Creek",1.24100005626678,2018-11-07
"MC9","Marsh Creek",0.50900000333786,2018-11-07
"MC10","Mine Creek",0.705999970436096,2018-11-07
"PC11","Perry Creek",1.03400003910065,2018-11-07
"PHB12","Pigeon House Branch",0.574000000953674,2018-11-07
"RC13","Richland Creek",1.06900000572205,2018-11-07
"RC14","Richland Creek-WF",1.61000001430511,2018-11-07
"RB15","Rocky Branch",0.657000005245209,2018-11-07
"SC16","Sycamore Creek",1.06900000572205,2018-11-07
"TC17","Turkey Creek",1.06900000572205,2018-11-07
"WC18","Walnut Creek",0.930000007152557,2018-11-07
"BDB1","Beaverdam Branch",0.347000002861023,2018-11-08
"BB2","Big Branch",0.0179999992251396,2018-11-08
"BBS3","Big Branch South",0,2018-11-08
"CC4","Crabtree Creek",0.0829999968409538,2018-11-08
"CC5","Crabtree Creek",0,2018-11-08
"HSC6","Hare Snipe Creek",0.0829999968409538,2018-11-08
"HC7","House Creek",0.347000002861023,2018-11-08
"LBC8","Little Brier Creek",0,2018-11-08
"MC9","Marsh Creek",0,2018-11-08
"MC10","Mine Creek",0.347000002861023,2018-11-08
"PC11","Perry Creek",0,2018-11-08
"PHB12","Pigeon House Branch",0.0299999993294477,2018-11-08
"RC13","Richland Creek",0.0829999968409538,2018-11-08
"RC14","Richland Creek-WF",0,2018-11-08
"RB15","Rocky Branch",0,2018-11-08
"SC16","Sycamore Creek",0.0829999968409538,2018-11-08
"TC17","Turkey Creek",0.0829999968409538,2018-11-08
"WC18","Walnut Creek",0,2018-11-08
"BDB1","Beaverdam Branch",0,2018-11-09
"BB2","Big Branch",0,2018-11-09
"BBS3","Big Branch South",0,2018-11-09
"CC4","Crabtree Creek",0,2018-11-09
"CC5","Crabtree Creek",0,2018-11-09
"HSC6","Hare Snipe Creek",0,2018-11-09
"HC7","House Creek",0,2018-11-09
"LBC8","Little Brier Creek",0,2018-11-09
"MC9","Marsh Creek",0,2018-11-09
"MC10","Mine Creek",0,2018-11-09
"PC11","Perry Creek",0,2018-11-09
"PHB12","Pigeon House Branch",0,2018-11-09
"RC13","Richland Creek",0,2018-11-09
"RC14","Richland Creek-WF",0,2018-11-09
"RB15","Rocky Branch",0,2018-11-09
"SC16","Sycamore Creek",0,2018-11-09
"TC17","Turkey Creek",0,2018-11-09
"WC18","Walnut Creek",0.068000003695488,2018-11-09
"BDB1","Beaverdam Branch",0.444999992847443,2018-11-10
"BB2","Big Branch",0.229000002145767,2018-11-10
"BBS3","Big Branch South",0.0320000015199184,2018-11-10
"CC4","Crabtree Creek",0.709999978542328,2018-11-10
"CC5","Crabtree Creek",0.00300000002607703,2018-11-10
"HSC6","Hare Snipe Creek",0.709999978542328,2018-11-10
"HC7","House Creek",0.444999992847443,2018-11-10
"LBC8","Little Brier Creek",1.32700002193451,2018-11-10
"MC9","Marsh Creek",0.00300000002607703,2018-11-10
"MC10","Mine Creek",0.444999992847443,2018-11-10
"PC11","Perry Creek",0.303999990224838,2018-11-10
"PHB12","Pigeon House Branch",0.29899999499321,2018-11-10
"RC13","Richland Creek",0.709999978542328,2018-11-10
"RC14","Richland Creek-WF",0.529999971389771,2018-11-10
"RB15","Rocky Branch",0.358000010251999,2018-11-10
"SC16","Sycamore Creek",0.709999978542328,2018-11-10
"TC17","Turkey Creek",0.709999978542328,2018-11-10
"WC18","Walnut Creek",0.0729999989271164,2018-11-10
"BDB1","Beaverdam Branch",0,2018-11-11
"BB2","Big Branch",0,2018-11-11
"BBS3","Big Branch South",0,2018-11-11
"CC4","Crabtree Creek",0,2018-11-11
"CC5","Crabtree Creek",0,2018-11-11
"HSC6","Hare Snipe Creek",0,2018-11-11
"HC7","House Creek",0,2018-11-11
"LBC8","Little Brier Creek",0,2018-11-11
"MC9","Marsh Creek",0,2018-11-11
"MC10","Mine Creek",0,2018-11-11
"PC11","Perry Creek",0,2018-11-11
"PHB12","Pigeon House Branch",0,2018-11-11
"RC13","Richland Creek",0,2018-11-11
"RC14","Richland Creek-WF",0,2018-11-11
"RB15","Rocky Branch",0,2018-11-11
"SC16","Sycamore Creek",0,2018-11-11
"TC17","Turkey Creek",0,2018-11-11
"WC18","Walnut Creek",0,2018-11-11
"BDB1","Beaverdam Branch",0,2018-11-12
"BB2","Big Branch",0,2018-11-12
"BBS3","Big Branch South",0,2018-11-12
"CC4","Crabtree Creek",0,2018-11-12
"CC5","Crabtree Creek",0,2018-11-12
"HSC6","Hare Snipe Creek",0,2018-11-12
"HC7","House Creek",0,2018-11-12
"LBC8","Little Brier Creek",0,2018-11-12
"MC9","Marsh Creek",0,2018-11-12
"MC10","Mine Creek",0,2018-11-12
"PC11","Perry Creek",0,2018-11-12
"PHB12","Pigeon House Branch",0,2018-11-12
"RC13","Richland Creek",0,2018-11-12
"RC14","Richland Creek-WF",0,2018-11-12
"RB15","Rocky Branch",0,2018-11-12
"SC16","Sycamore Creek",0,2018-11-12
"TC17","Turkey Creek",0,2018-11-12
"WC18","Walnut Creek",0,2018-11-12
"BDB1","Beaverdam Branch",98.4609985351562,2018-11-13
"BB2","Big Branch",87.9869995117188,2018-11-13
"BBS3","Big Branch South",76.6999969482422,2018-11-13
"CC4","Crabtree Creek",99.7770004272461,2018-11-13
"CC5","Crabtree Creek",76.7160034179688,2018-11-13
"HSC6","Hare Snipe Creek",99.7770004272461,2018-11-13
"HC7","House Creek",98.4609985351562,2018-11-13
"LBC8","Little Brier Creek",104.765998840332,2018-11-13
"MC9","Marsh Creek",76.7160034179688,2018-11-13
"MC10","Mine Creek",98.4609985351562,2018-11-13
"PC11","Perry Creek",89.3919982910156,2018-11-13
"PHB12","Pigeon House Branch",85,2018-11-13
"RC13","Richland Creek",99.7770004272461,2018-11-13
"RC14","Richland Creek-WF",88.8820037841797,2018-11-13
"RB15","Rocky Branch",85.2239990234375,2018-11-13
"SC16","Sycamore Creek",99.7770004272461,2018-11-13
"TC17","Turkey Creek",99.7770004272461,2018-11-13
"WC18","Walnut Creek",78.8300018310547,2018-11-13
"BDB1","Beaverdam Branch",12.4930000305176,2018-11-14
"BB2","Big Branch",7.63100004196167,2018-11-14
"BBS3","Big Branch South",4.32399988174438,2018-11-14
"CC4","Crabtree Creek",15.0010004043579,2018-11-14
"CC5","Crabtree Creek",4.92799997329712,2018-11-14
"HSC6","Hare Snipe Creek",15.0010004043579,2018-11-14
"HC7","House Creek",12.4930000305176,2018-11-14
"LBC8","Little Brier Creek",6.82399988174438,2018-11-14
"MC9","Marsh Creek",4.92799997329712,2018-11-14
"MC10","Mine Creek",12.4930000305176,2018-11-14
"PC11","Perry Creek",8.12899971008301,2018-11-14
"PHB12","Pigeon House Branch",8.32100009918213,2018-11-14
"RC13","Richland Creek",15.0010004043579,2018-11-14
"RC14","Richland Creek-WF",4.8769998550415,2018-11-14
"RB15","Rocky Branch",7.46700000762939,2018-11-14
"SC16","Sycamore Creek",15.0010004043579,2018-11-14
"TC17","Turkey Creek",15.0010004043579,2018-11-14
"WC18","Walnut Creek",4.65500020980835,2018-11-14
"BDB1","Beaverdam Branch",7.18699979782104,2018-11-15
"BB2","Big Branch",4.71500015258789,2018-11-15
"BBS3","Big Branch South",4.88800001144409,2018-11-15
"CC4","Crabtree Creek",8.21000003814697,2018-11-15
"CC5","Crabtree Creek",3.9300000667572,2018-11-15
"HSC6","Hare Snipe Creek",8.21000003814697,2018-11-15
"HC7","House Creek",7.18699979782104,2018-11-15
"LBC8","Little Brier Creek",8.07100009918213,2018-11-15
"MC9","Marsh Creek",3.9300000667572,2018-11-15
"MC10","Mine Creek",7.18699979782104,2018-11-15
"PC11","Perry Creek",4.57800006866455,2018-11-15
"PHB12","Pigeon House Branch",4.32100009918213,2018-11-15
"RC13","Richland Creek",8.21000003814697,2018-11-15
"RC14","Richland Creek-WF",5.38800001144409,2018-11-15
"RB15","Rocky Branch",5.20100021362305,2018-11-15
"SC16","Sycamore Creek",8.21000003814697,2018-11-15
"TC17","Turkey Creek",8.21000003814697,2018-11-15
"WC18","Walnut Creek",5.08799982070923,2018-11-15
"BDB1","Beaverdam Branch",14.5989999771118,2018-11-16
"BB2","Big Branch",13.5880002975464,2018-11-16
"BBS3","Big Branch South",13.8859996795654,2018-11-16
"CC4","Crabtree Creek",14.3059997558594,2018-11-16
"CC5","Crabtree Creek",12.7580003738403,2018-11-16
"HSC6","Hare Snipe Creek",14.3059997558594,2018-11-16
"HC7","House Creek",14.5989999771118,2018-11-16
"LBC8","Little Brier Creek",15.2270002365112,2018-11-16
"MC9","Marsh Creek",12.7580003738403,2018-11-16
"MC10","Mine Creek",14.5989999771118,2018-11-16
"PC11","Perry Creek",17.1159992218018,2018-11-16
"PHB12","Pigeon House Branch",13.3859996795654,2018-11-16
"RC13","Richland Creek",14.3059997558594,2018-11-16
"RC14","Richland Creek-WF",14.326000213623,2018-11-16
"RB15","Rocky Branch",14.298999786377,2018-11-16
"SC16","Sycamore Creek",14.3059997558594,2018-11-16
"TC17","Turkey Creek",14.3059997558594,2018-11-16
"WC18","Walnut Creek",14.4949998855591,2018-11-16
"BDB1","Beaverdam Branch",0,2018-11-17
"BB2","Big Branch",0,2018-11-17
"BBS3","Big Branch South",0,2018-11-17
"CC4","Crabtree Creek",0,2018-11-17
"CC5","Crabtree Creek",0,2018-11-17
"HSC6","Hare Snipe Creek",0,2018-11-17
"HC7","House Creek",0,2018-11-17
"LBC8","Little Brier Creek",0,2018-11-17
"MC9","Marsh Creek",0,2018-11-17
"MC10","Mine Creek",0,2018-11-17
"PC11","Perry Creek",0,2018-11-17
"PHB12","Pigeon House Branch",0,2018-11-17
"RC13","Richland Creek",0,2018-11-17
"RC14","Richland Creek-WF",0,2018-11-17
"RB15","Rocky Branch",0,2018-11-17
"SC16","Sycamore Creek",0,2018-11-17
"TC17","Turkey Creek",0,2018-11-17
"WC18","Walnut Creek",0,2018-11-17
"BDB1","Beaverdam Branch",0,2018-11-18
"BB2","Big Branch",0,2018-11-18
"BBS3","Big Branch South",0,2018-11-18
"CC4","Crabtree Creek",0,2018-11-18
"CC5","Crabtree Creek",0,2018-11-18
"HSC6","Hare Snipe Creek",0,2018-11-18
"HC7","House Creek",0,2018-11-18
"LBC8","Little Brier Creek",0,2018-11-18
"MC9","Marsh Creek",0,2018-11-18
"MC10","Mine Creek",0,2018-11-18
"PC11","Perry Creek",0,2018-11-18
"PHB12","Pigeon House Branch",0,2018-11-18
"RC13","Richland Creek",0,2018-11-18
"RC14","Richland Creek-WF",0,2018-11-18
"RB15","Rocky Branch",0,2018-11-18
"SC16","Sycamore Creek",0,2018-11-18
"TC17","Turkey Creek",0,2018-11-18
"WC18","Walnut Creek",0,2018-11-18
"BDB1","Beaverdam Branch",0,2018-11-19
"BB2","Big Branch",0,2018-11-19
"BBS3","Big Branch South",0.00800000037997961,2018-11-19
"CC4","Crabtree Creek",0,2018-11-19
"CC5","Crabtree Creek",0,2018-11-19
"HSC6","Hare Snipe Creek",0,2018-11-19
"HC7","House Creek",0,2018-11-19
"LBC8","Little Brier Creek",0,2018-11-19
"MC9","Marsh Creek",0,2018-11-19
"MC10","Mine Creek",0,2018-11-19
"PC11","Perry Creek",0,2018-11-19
"PHB12","Pigeon House Branch",0,2018-11-19
"RC13","Richland Creek",0,2018-11-19
"RC14","Richland Creek-WF",0,2018-11-19
"RB15","Rocky Branch",0,2018-11-19
"SC16","Sycamore Creek",0,2018-11-19
"TC17","Turkey Creek",0,2018-11-19
"WC18","Walnut Creek",0.263999998569489,2018-11-19
"BDB1","Beaverdam Branch",0,2018-11-20
"BB2","Big Branch",0,2018-11-20
"BBS3","Big Branch South",0,2018-11-20
"CC4","Crabtree Creek",0,2018-11-20
"CC5","Crabtree Creek",0,2018-11-20
"HSC6","Hare Snipe Creek",0,2018-11-20
"HC7","House Creek",0,2018-11-20
"LBC8","Little Brier Creek",0,2018-11-20
"MC9","Marsh Creek",0,2018-11-20
"MC10","Mine Creek",0,2018-11-20
"PC11","Perry Creek",0,2018-11-20
"PHB12","Pigeon House Branch",0,2018-11-20
"RC13","Richland Creek",0,2018-11-20
"RC14","Richland Creek-WF",0,2018-11-20
"RB15","Rocky Branch",0,2018-11-20
"SC16","Sycamore Creek",0,2018-11-20
"TC17","Turkey Creek",0,2018-11-20
"WC18","Walnut Creek",0,2018-11-20
"BDB1","Beaverdam Branch",0,2018-11-21
"BB2","Big Branch",0,2018-11-21
"BBS3","Big Branch South",0,2018-11-21
"CC4","Crabtree Creek",0,2018-11-21
"CC5","Crabtree Creek",0,2018-11-21
"HSC6","Hare Snipe Creek",0,2018-11-21
"HC7","House Creek",0,2018-11-21
"LBC8","Little Brier Creek",0,2018-11-21
"MC9","Marsh Creek",0,2018-11-21
"MC10","Mine Creek",0,2018-11-21
"PC11","Perry Creek",0,2018-11-21
"PHB12","Pigeon House Branch",0,2018-11-21
"RC13","Richland Creek",0,2018-11-21
"RC14","Richland Creek-WF",0,2018-11-21
"RB15","Rocky Branch",0,2018-11-21
"SC16","Sycamore Creek",0,2018-11-21
"TC17","Turkey Creek",0,2018-11-21
"WC18","Walnut Creek",0,2018-11-21
"BDB1","Beaverdam Branch",0,2018-11-22
"BB2","Big Branch",0,2018-11-22
"BBS3","Big Branch South",0,2018-11-22
"CC4","Crabtree Creek",0,2018-11-22
"CC5","Crabtree Creek",0,2018-11-22
"HSC6","Hare Snipe Creek",0,2018-11-22
"HC7","House Creek",0,2018-11-22
"LBC8","Little Brier Creek",0,2018-11-22
"MC9","Marsh Creek",0,2018-11-22
"MC10","Mine Creek",0,2018-11-22
"PC11","Perry Creek",0,2018-11-22
"PHB12","Pigeon House Branch",0,2018-11-22
"RC13","Richland Creek",0,2018-11-22
"RC14","Richland Creek-WF",0,2018-11-22
"RB15","Rocky Branch",0,2018-11-22
"SC16","Sycamore Creek",0,2018-11-22
"TC17","Turkey Creek",0,2018-11-22
"WC18","Walnut Creek",0,2018-11-22
"BDB1","Beaverdam Branch",0,2018-11-23
"BB2","Big Branch",0,2018-11-23
"BBS3","Big Branch South",0,2018-11-23
"CC4","Crabtree Creek",0,2018-11-23
"CC5","Crabtree Creek",0,2018-11-23
"HSC6","Hare Snipe Creek",0,2018-11-23
"HC7","House Creek",0,2018-11-23
"LBC8","Little Brier Creek",0,2018-11-23
"MC9","Marsh Creek",0,2018-11-23
"MC10","Mine Creek",0,2018-11-23
"PC11","Perry Creek",0,2018-11-23
"PHB12","Pigeon House Branch",0,2018-11-23
"RC13","Richland Creek",0,2018-11-23
"RC14","Richland Creek-WF",0,2018-11-23
"RB15","Rocky Branch",0,2018-11-23
"SC16","Sycamore Creek",0,2018-11-23
"TC17","Turkey Creek",0,2018-11-23
"WC18","Walnut Creek",0,2018-11-23
"BDB1","Beaverdam Branch",0.788999974727631,2018-11-24
"BB2","Big Branch",0.855000019073486,2018-11-24
"BBS3","Big Branch South",0.555999994277954,2018-11-24
"CC4","Crabtree Creek",0.837999999523163,2018-11-24
"CC5","Crabtree Creek",0.483999997377396,2018-11-24
"HSC6","Hare Snipe Creek",0.837999999523163,2018-11-24
"HC7","House Creek",0.788999974727631,2018-11-24
"LBC8","Little Brier Creek",1.32799994945526,2018-11-24
"MC9","Marsh Creek",0.483999997377396,2018-11-24
"MC10","Mine Creek",0.788999974727631,2018-11-24
"PC11","Perry Creek",0.638999998569489,2018-11-24
"PHB12","Pigeon House Branch",0.572000026702881,2018-11-24
"RC13","Richland Creek",0.837999999523163,2018-11-24
"RC14","Richland Creek-WF",0.351000010967255,2018-11-24
"RB15","Rocky Branch",0.933000028133392,2018-11-24
"SC16","Sycamore Creek",0.837999999523163,2018-11-24
"TC17","Turkey Creek",0.837999999523163,2018-11-24
"WC18","Walnut Creek",0.940999984741211,2018-11-24
"BDB1","Beaverdam Branch",26.7600002288818,2018-11-25
"BB2","Big Branch",26.423999786377,2018-11-25
"BBS3","Big Branch South",25.867000579834,2018-11-25
"CC4","Crabtree Creek",23.5930004119873,2018-11-25
"CC5","Crabtree Creek",25.2430000305176,2018-11-25
"HSC6","Hare Snipe Creek",23.5930004119873,2018-11-25
"HC7","House Creek",26.7600002288818,2018-11-25
"LBC8","Little Brier Creek",18.7919998168945,2018-11-25
"MC9","Marsh Creek",25.2430000305176,2018-11-25
"MC10","Mine Creek",26.7600002288818,2018-11-25
"PC11","Perry Creek",27.7999992370605,2018-11-25
"PHB12","Pigeon House Branch",25.5069999694824,2018-11-25
"RC13","Richland Creek",23.5930004119873,2018-11-25
"RC14","Richland Creek-WF",21.4389991760254,2018-11-25
"RB15","Rocky Branch",26.5520000457764,2018-11-25
"SC16","Sycamore Creek",23.5930004119873,2018-11-25
"TC17","Turkey Creek",23.5930004119873,2018-11-25
"WC18","Walnut Creek",25.3959999084473,2018-11-25
"BDB1","Beaverdam Branch",0.637000024318695,2018-11-26
"BB2","Big Branch",0.360000014305115,2018-11-26
"BBS3","Big Branch South",0,2018-11-26
"CC4","Crabtree Creek",0.771000027656555,2018-11-26
"CC5","Crabtree Creek",0,2018-11-26
"HSC6","Hare Snipe Creek",0.771000027656555,2018-11-26
"HC7","House Creek",0.637000024318695,2018-11-26
"LBC8","Little Brier Creek",0.528999984264374,2018-11-26
"MC9","Marsh Creek",0,2018-11-26
"MC10","Mine Creek",0.637000024318695,2018-11-26
"PC11","Perry Creek",0.29899999499321,2018-11-26
"PHB12","Pigeon House Branch",0.419999986886978,2018-11-26
"RC13","Richland Creek",0.771000027656555,2018-11-26
"RC14","Richland Creek-WF",0.00300000002607703,2018-11-26
"RB15","Rocky Branch",0.230000004172325,2018-11-26
"SC16","Sycamore Creek",0.771000027656555,2018-11-26
"TC17","Turkey Creek",0.771000027656555,2018-11-26
"WC18","Walnut Creek",0,2018-11-26
"BDB1","Beaverdam Branch",0.421000003814697,2018-11-27
"BB2","Big Branch",0.479999989271164,2018-11-27
"BBS3","Big Branch South",0.547999978065491,2018-11-27
"CC4","Crabtree Creek",0.361999988555908,2018-11-27
"CC5","Crabtree Creek",0.555000007152557,2018-11-27
"HSC6","Hare Snipe Creek",0.361999988555908,2018-11-27
"HC7","House Creek",0.421000003814697,2018-11-27
"LBC8","Little Brier Creek",0.00400000018998981,2018-11-27
"MC9","Marsh Creek",0.555000007152557,2018-11-27
"MC10","Mine Creek",0.421000003814697,2018-11-27
"PC11","Perry Creek",0.649999976158142,2018-11-27
"PHB12","Pigeon House Branch",0.432000011205673,2018-11-27
"RC13","Richland Creek",0.361999988555908,2018-11-27
"RC14","Richland Creek-WF",0.120999999344349,2018-11-27
"RB15","Rocky Branch",0.570999979972839,2018-11-27
"SC16","Sycamore Creek",0.361999988555908,2018-11-27
"TC17","Turkey Creek",0.361999988555908,2018-11-27
"WC18","Walnut Creek",0.592000007629395,2018-11-27
"BDB1","Beaverdam Branch",0,2018-11-28
"BB2","Big Branch",0,2018-11-28
"BBS3","Big Branch South",0,2018-11-28
"CC4","Crabtree Creek",0,2018-11-28
"CC5","Crabtree Creek",0,2018-11-28
"HSC6","Hare Snipe Creek",0,2018-11-28
"HC7","House Creek",0,2018-11-28
"LBC8","Little Brier Creek",0,2018-11-28
"MC9","Marsh Creek",0,2018-11-28
"MC10","Mine Creek",0,2018-11-28
"PC11","Perry Creek",0,2018-11-28
"PHB12","Pigeon House Branch",0,2018-11-28
"RC13","Richland Creek",0,2018-11-28
"RC14","Richland Creek-WF",0,2018-11-28
"RB15","Rocky Branch",0,2018-11-28
"SC16","Sycamore Creek",0,2018-11-28
"TC17","Turkey Creek",0,2018-11-28
"WC18","Walnut Creek",0,2018-11-28
"BDB1","Beaverdam Branch",0,2018-11-29
"BB2","Big Branch",0,2018-11-29
"BBS3","Big Branch South",0,2018-11-29
"CC4","Crabtree Creek",0,2018-11-29
"CC5","Crabtree Creek",0,2018-11-29
"HSC6","Hare Snipe Creek",0,2018-11-29
"HC7","House Creek",0,2018-11-29
"LBC8","Little Brier Creek",0,2018-11-29
"MC9","Marsh Creek",0,2018-11-29
"MC10","Mine Creek",0,2018-11-29
"PC11","Perry Creek",0,2018-11-29
"PHB12","Pigeon House Branch",0,2018-11-29
"RC13","Richland Creek",0,2018-11-29
"RC14","Richland Creek-WF",0,2018-11-29
"RB15","Rocky Branch",0,2018-11-29
"SC16","Sycamore Creek",0,2018-11-29
"TC17","Turkey Creek",0,2018-11-29
"WC18","Walnut Creek",0,2018-11-29
"BDB1","Beaverdam Branch",0.455000013113022,2018-11-30
"BB2","Big Branch",0.412999987602234,2018-11-30
"BBS3","Big Branch South",0.312999993562698,2018-11-30
"CC4","Crabtree Creek",0.442999988794327,2018-11-30
"CC5","Crabtree Creek",0.455000013113022,2018-11-30
"HSC6","Hare Snipe Creek",0.442999988794327,2018-11-30
"HC7","House Creek",0.455000013113022,2018-11-30
"LBC8","Little Brier Creek",0.518999993801117,2018-11-30
"MC9","Marsh Creek",0.455000013113022,2018-11-30
"MC10","Mine Creek",0.455000013113022,2018-11-30
"PC11","Perry Creek",0.455000013113022,2018-11-30
"PHB12","Pigeon House Branch",0.547999978065491,2018-11-30
"RC13","Richland Creek",0.442999988794327,2018-11-30
"RC14","Richland Creek-WF",0.474000006914139,2018-11-30
"RB15","Rocky Branch",0.470999985933304,2018-11-30
"SC16","Sycamore Creek",0.442999988794327,2018-11-30
"TC17","Turkey Creek",0.442999988794327,2018-11-30
"WC18","Walnut Creek",0.465000003576279,2018-11-30
"BDB1","Beaverdam Branch",0,2018-12-01
"BB2","Big Branch",0,2018-12-01
"BBS3","Big Branch South",0.768999993801117,2018-12-01
"CC4","Crabtree Creek",0,2018-12-01
"CC5","Crabtree Creek",0.00400000018998981,2018-12-01
"HSC6","Hare Snipe Creek",0,2018-12-01
"HC7","House Creek",0,2018-12-01
"LBC8","Little Brier Creek",0.340999990701675,2018-12-01
"MC9","Marsh Creek",0.00400000018998981,2018-12-01
"MC10","Mine Creek",0,2018-12-01
"PC11","Perry Creek",0,2018-12-01
"PHB12","Pigeon House Branch",0,2018-12-01
"RC13","Richland Creek",0,2018-12-01
"RC14","Richland Creek-WF",0.523999989032745,2018-12-01
"RB15","Rocky Branch",0.354999989271164,2018-12-01
"SC16","Sycamore Creek",0,2018-12-01
"TC17","Turkey Creek",0,2018-12-01
"WC18","Walnut Creek",0.648999989032745,2018-12-01
"BDB1","Beaverdam Branch",12.0249996185303,2018-12-02
"BB2","Big Branch",11.9049997329712,2018-12-02
"BBS3","Big Branch South",14.9499998092651,2018-12-02
"CC4","Crabtree Creek",12.0380001068115,2018-12-02
"CC5","Crabtree Creek",14.1979999542236,2018-12-02
"HSC6","Hare Snipe Creek",12.0380001068115,2018-12-02
"HC7","House Creek",12.0249996185303,2018-12-02
"LBC8","Little Brier Creek",8.875,2018-12-02
"MC9","Marsh Creek",14.1979999542236,2018-12-02
"MC10","Mine Creek",12.0249996185303,2018-12-02
"PC11","Perry Creek",13.043999671936,2018-12-02
"PHB12","Pigeon House Branch",12.9619998931885,2018-12-02
"RC13","Richland Creek",12.0380001068115,2018-12-02
"RC14","Richland Creek-WF",9.34899997711182,2018-12-02
"RB15","Rocky Branch",14.4840002059937,2018-12-02
"SC16","Sycamore Creek",12.0380001068115,2018-12-02
"TC17","Turkey Creek",12.0380001068115,2018-12-02
"WC18","Walnut Creek",16.2169990539551,2018-12-02
"BDB1","Beaverdam Branch",0,2018-12-03
"BB2","Big Branch",0,2018-12-03
"BBS3","Big Branch South",0,2018-12-03
"CC4","Crabtree Creek",0,2018-12-03
"CC5","Crabtree Creek",0,2018-12-03
"HSC6","Hare Snipe Creek",0,2018-12-03
"HC7","House Creek",0,2018-12-03
"LBC8","Little Brier Creek",0,2018-12-03
"MC9","Marsh Creek",0,2018-12-03
"MC10","Mine Creek",0,2018-12-03
"PC11","Perry Creek",0,2018-12-03
"PHB12","Pigeon House Branch",0,2018-12-03
"RC13","Richland Creek",0,2018-12-03
"RC14","Richland Creek-WF",0,2018-12-03
"RB15","Rocky Branch",0,2018-12-03
"SC16","Sycamore Creek",0,2018-12-03
"TC17","Turkey Creek",0,2018-12-03
"WC18","Walnut Creek",0,2018-12-03
"BDB1","Beaverdam Branch",0,2018-12-04
"BB2","Big Branch",0,2018-12-04
"BBS3","Big Branch South",0,2018-12-04
"CC4","Crabtree Creek",0,2018-12-04
"CC5","Crabtree Creek",0,2018-12-04
"HSC6","Hare Snipe Creek",0,2018-12-04
"HC7","House Creek",0,2018-12-04
"LBC8","Little Brier Creek",0,2018-12-04
"MC9","Marsh Creek",0,2018-12-04
"MC10","Mine Creek",0,2018-12-04
"PC11","Perry Creek",0,2018-12-04
"PHB12","Pigeon House Branch",0,2018-12-04
"RC13","Richland Creek",0,2018-12-04
"RC14","Richland Creek-WF",0,2018-12-04
"RB15","Rocky Branch",0,2018-12-04
"SC16","Sycamore Creek",0,2018-12-04
"TC17","Turkey Creek",0,2018-12-04
"WC18","Walnut Creek",0,2018-12-04
"BDB1","Beaverdam Branch",0,2018-12-05
"BB2","Big Branch",0,2018-12-05
"BBS3","Big Branch South",0,2018-12-05
"CC4","Crabtree Creek",0,2018-12-05
"CC5","Crabtree Creek",0,2018-12-05
"HSC6","Hare Snipe Creek",0,2018-12-05
"HC7","House Creek",0,2018-12-05
"LBC8","Little Brier Creek",0,2018-12-05
"MC9","Marsh Creek",0,2018-12-05
"MC10","Mine Creek",0,2018-12-05
"PC11","Perry Creek",0,2018-12-05
"PHB12","Pigeon House Branch",0,2018-12-05
"RC13","Richland Creek",0,2018-12-05
"RC14","Richland Creek-WF",0,2018-12-05
"RB15","Rocky Branch",0,2018-12-05
